start_node,end_node,length,bikes per hour,cars per hour
366401737,411926606,3781.0,5525.0,569.0
366401737,5307221672,3749.0,2445.0,462.0
366401737,1769173809,4218.0,2445.0,462.0
366401737,4620312299,4243.0,360.0,28.0
366401737,2030639570,6857.0,1916.0,160.0
366401737,5742463935,7197.0,2802.0,258.0
366401737,2946995066,18472.0,1146.0,160.0
366401737,411926412,3037.0,6642.0,462.0
366401737,4945688766,10354.0,2695.0,182.0
366401737,1996655551,5024.0,360.0,28.0
366401737,3342113686,21500.0,1146.0,160.0
366401737,729523405,5637.0,6505.0,569.0
366401737,2028465941,6188.0,3068.0,462.0
366401737,3141309629,4390.0,5232.0,569.0
366401737,366464065,14774.0,2007.0,182.0
366401737,3700940984,6214.0,1844.0,156.0
366401737,1769173927,4503.0,2445.0,462.0
366401737,6022345185,3670.0,360.0,28.0
366401737,2034589357,3760.0,3068.0,462.0
366401737,1497312775,6521.0,6206.0,569.0
366401737,366373003,10451.0,829.0,104.0
366401737,2072605232,5376.0,2187.0,371.0
366401737,1997154284,3555.0,3759.0,569.0
366401737,2022539301,6169.0,6505.0,569.0
366401737,4068031141,18475.0,3465.0,323.0
366401737,5778360128,2464.0,2479.0,569.0
366401737,1802527565,9907.0,360.0,28.0
366401737,366437635,4148.0,2187.0,371.0
366401737,411926624,3704.0,6495.0,569.0
366401737,5764789632,1832.0,3455.0,280.0
366401737,1769173902,4573.0,2445.0,462.0
366401737,4597281310,4355.0,5232.0,569.0
366401737,3285275354,4887.0,6642.0,569.0
366401737,411925946,3110.0,6642.0,569.0
366401737,5057828620,2716.0,6642.0,569.0
366401737,4875814748,1722.0,6642.0,637.0
366401737,5740162446,16610.0,377.0,40.0
366403574,5806378066,16956.0,5232.0,543.0
366403574,366464950,11747.0,4914.0,371.0
366403574,1835411287,7901.0,2036.0,253.0
366403574,4068017784,10670.0,1146.0,294.0
366403574,2212446493,18127.0,2556.0,287.0
366403574,2353073491,8087.0,820.0,66.0
366403574,5783301728,10420.0,5232.0,543.0
366403574,366439908,9463.0,6647.0,543.0
366403574,366460317,8543.0,3158.0,295.0
366403574,3116773942,10969.0,1146.0,294.0
366403574,3758592340,5428.0,3504.0,309.0
