start_node,end_node,cars per hour
366398306,696627474,69.0
366398306,4875814765,433.0
366398306,411925910,433.0
366398306,5758130729,112.0
366398306,4535195806,68.0
366398306,1774952214,329.0
366398306,2156216413,217.0
366398306,411918853,329.0
366398306,4944096831,216.0
366398306,2081355030,433.0
366398306,366455474,225.0
366398306,5802888801,1053.0
366398306,4944096836,1020.0
366398306,3167001368,329.0
366398306,411926201,329.0
366398306,4613083209,112.0
366398306,1226517290,433.0
366398306,1540694692,33.0
366398306,366432328,318.0
366398306,4646816752,112.0
366398306,729523364,329.0
366398306,3771416308,433.0
366398306,5762711578,433.0
366398306,3168120093,329.0
366398306,5778300411,433.0
366398306,3166179577,329.0
366398306,2942889544,225.0
366398306,2214122074,68.0
366398306,3242683103,225.0
366398306,5307203576,329.0
366398306,1769456883,329.0
366398306,2262762755,433.0
366398306,1793489511,68.0
366398306,4010973001,329.0
366398306,366478800,193.0
366398306,411919193,329.0
366398306,411918558,329.0
366398306,5763168797,329.0
366398306,701738629,329.0
366398306,5003306325,68.0
366398306,4945643893,1140.0
366398306,366403574,329.0
366398306,3152632052,433.0
366398306,3168357169,68.0
366398306,366457722,68.0
366398306,5742825828,104.0
366398306,2081880939,371.0
366398306,2296695354,733.0
366398306,2922948272,225.0
366398306,366404948,68.0
366398306,411917829,329.0
366398306,411918857,329.0
366398306,5772101028,433.0
366398306,5778688792,68.0
366398306,4945688766,160.0
366398306,2211007482,629.0
366398306,1769173927,329.0
366398306,366437635,329.0
366398306,6022345185,68.0
366398306,2034589357,329.0
366398306,1497312775,329.0
366398306,366373003,104.0
366398306,2072605232,329.0
366398306,1997154284,68.0
366398306,366401737,433.0
366398306,2022539301,264.0
366398306,4068031141,62.0
366398306,5778360128,329.0
366398306,1802527565,38.0
366398306,5057828620,112.0
366398306,4275271701,38.0
366398306,411926624,329.0
366398306,366406615,62.0
366398306,2209479552,68.0
366398306,5043145855,1390.0
366398306,6205235785,1082.0
366398306,3806810443,433.0
366398306,676548643,329.0
366398306,2325332286,160.0
366398306,676035155,62.0
366398306,1958801416,62.0
366398306,737199274,225.0
366398306,2621185492,433.0
366398306,5758130724,112.0
366398306,5773400692,329.0
366398306,411917952,329.0
366398306,4603175867,329.0
366398306,2036083088,329.0
366398306,4597283194,329.0
366398306,411925950,329.0
366398306,5467207443,329.0
366398306,5778421275,329.0
366398306,411926069,329.0
366398306,411919364,329.0
366398306,1996654342,329.0
366398306,2915456724,155.0
366398306,2934599680,733.0
366398306,5467207473,225.0
366398306,3338165653,38.0
366398306,4650010744,433.0
366398306,5738265715,62.0
366398306,3178952974,329.0
366398306,5764789632,433.0
366398306,3700940984,216.0
366398306,4597281310,329.0
366398306,2030639570,160.0
366398306,5742463935,66.0
366398306,2946995066,62.0
366398306,411926412,329.0
366398306,3141309629,329.0
366398306,1769173902,329.0
366398306,1929546274,1455.0
366398306,1996655551,68.0
366398306,3342113686,62.0
366398306,4620312299,68.0
366398306,5762825444,329.0
366398306,1765166516,112.0
366398306,366414108,62.0
366398306,2937728604,68.0
366398306,5772101044,67.0
366398306,2091954845,433.0
366398306,1757008359,68.0
366398306,1833407692,62.0
366398306,5767156750,329.0
366398306,4609087192,68.0
366398306,3342113628,62.0
366398306,1769173809,329.0
366398306,4944096827,1072.0
366398306,1497312730,156.0
366398306,411926632,426.0
366398306,5738097219,329.0
366398306,4640689702,433.0
366398306,5893932269,433.0
366398306,925126918,329.0
366398306,2469697625,112.0
366398306,411918528,329.0
366398306,2079964847,329.0
366398306,2028465941,329.0
366398306,366464065,182.0
366398306,3110867005,62.0
366398306,5740162446,62.0
366398306,5307221672,329.0
366398306,411925946,329.0
366398306,3285275354,329.0
366398306,411926606,329.0
366398306,729523405,329.0
366398306,4875814748,433.0
366398306,5762755207,216.0
366401737,4068017784,160.0
366401737,3116773942,160.0
366401737,2353073491,225.0
366401737,2212446493,28.0
366401737,366439908,65.0
366401737,3887838914,28.0
366401737,366460317,28.0
366401737,3385404221,40.0
366401737,5733301047,309.0
366401737,2021899492,69.0
366401737,5762619761,225.0
366401737,5716917501,225.0
366401737,5006654050,28.0
366401737,4202267655,28.0
366401737,366450290,346.0
366401737,5767341919,225.0
366401737,2084677921,637.0
366401737,5763293916,371.0
366401737,3758592340,371.0
366401737,5783301728,462.0
366401737,5806378066,462.0
366401737,366464950,346.0
366401737,1835411287,40.0
366401737,1497312735,384.0
366401737,1672907088,371.0
366401737,5045757162,569.0
366401737,4068007613,569.0
366401737,2269043923,225.0
366401737,366419728,167.0
366401737,411925696,534.0
366401737,4594765218,462.0
366401737,2934006870,28.0
366401737,1628403495,433.0
366401737,2269043922,225.0
366401737,4609087192,28.0
366401737,5767156750,309.0
366401737,366449378,225.0
366401737,1833407692,84.0
366401737,2091954845,637.0
366401737,5772101044,67.0
366401737,2231246173,309.0
366401737,2077773901,371.0
366401737,2233449865,282.0
366401737,2159586691,297.0
366401737,411923488,280.0
366401737,2081881127,637.0
366401737,4440176377,225.0
366401737,1997154748,426.0
366401737,1757008359,280.0
366401737,2131959234,462.0
366401737,1929546274,1047.0
366401737,2214122074,28.0
366401737,411926201,569.0
366401737,3167001368,569.0
366401737,5765007168,371.0
366401737,2034589362,462.0
366401737,2937728604,433.0
366401737,5797843854,28.0
366401737,366456369,28.0
366401737,5748108677,637.0
366401737,5757541611,637.0
366401737,2408534557,371.0
366401737,366403574,543.0
366401737,2302073750,28.0
366401737,4875814765,637.0
366401737,411925910,280.0
366401737,5758130729,280.0
366401737,4535195806,28.0
366401737,1774952214,371.0
366401737,2156216413,112.0
366401737,411918853,569.0
366401737,4944096831,156.0
366401737,2081355030,637.0
366401737,366455474,225.0
366401737,696627474,371.0
366401737,4613083209,280.0
366401737,1226517290,569.0
366401737,701738629,569.0
366401737,2211350099,462.0
366401737,1540694692,396.0
366401737,366432328,318.0
366401737,4646816752,569.0
366401737,729523364,569.0
366401737,3771416308,637.0
366401737,5762711578,280.0
366401737,3168120093,569.0
366401737,5778300411,569.0
366401737,3166179577,462.0
366401737,2942889544,637.0
366401737,3242683103,225.0
366401737,5003306325,346.0
366401737,5307203576,462.0
366401737,1769456883,569.0
366401737,2262762755,525.0
366401737,1793489511,433.0
366401737,4010973001,462.0
366401737,366478800,193.0
366401737,411919193,462.0
366401737,411918558,569.0
366401737,5763168797,569.0
366401737,411926498,462.0
366401737,3830454074,637.0
366401737,366414108,160.0
366401737,5762825444,371.0
366401737,3342113628,160.0
366401737,411919364,469.0
366401737,1996654342,462.0
366401737,2915456724,155.0
366401737,2934599680,433.0
366401737,5467207473,371.0
366401737,3338165653,28.0
366401737,4650010744,462.0
366401737,5738265715,40.0
366401737,2209479552,28.0
366401737,3178952974,462.0
366401737,366406615,160.0
366401737,4275271701,28.0
366401737,3168357169,28.0
366401737,366457722,28.0
366401737,5742825828,104.0
366401737,2081880939,167.0
366401737,2296695354,462.0
366401737,2922948272,637.0
366401737,366404948,28.0
366401737,411917829,569.0
366401737,411918857,569.0
366401737,411926069,462.0
366401737,5772101028,371.0
366401737,5778421275,569.0
366401737,411925950,569.0
366401737,1765166516,280.0
366401737,4944096836,1217.0
366401737,3806810443,637.0
366401737,676548643,569.0
366401737,2325332286,182.0
366401737,676035155,323.0
366401737,1958801416,160.0
366401737,737199274,225.0
366401737,2621185492,637.0
366401737,5758130724,280.0
366401737,366398306,433.0
366401737,5773400692,569.0
366401737,411917952,569.0
366401737,4603175867,462.0
366401737,2036083088,462.0
366401737,4597283194,569.0
366401737,4944096827,1273.0
366401737,5043145855,1114.0
366401737,5802888801,1303.0
366401737,6205235785,1172.0
366401737,4945643893,1368.0
366401737,5467207443,569.0
366401737,5778688792,28.0
366401737,3152632052,637.0
366401737,2211007482,112.0
366401737,411918528,569.0
366401737,925126918,462.0
366401737,5738097219,223.0
366401737,411926632,426.0
366401737,5762755207,216.0
366401737,3110867005,323.0
366401737,1497312730,384.0
366401737,4640689702,462.0
366401737,5893932269,637.0
366401737,2469697625,280.0
366401737,2079964847,637.0
366401737,411926606,569.0
366401737,5307221672,462.0
366401737,1769173809,462.0
366401737,4620312299,28.0
366401737,2030639570,160.0
366401737,5742463935,258.0
366401737,2946995066,160.0
366401737,411926412,462.0
366401737,4945688766,182.0
366401737,1996655551,28.0
366401737,3342113686,160.0
366401737,729523405,569.0
366401737,2028465941,462.0
366401737,3141309629,569.0
366401737,366464065,182.0
366401737,3700940984,156.0
366401737,1769173927,462.0
366401737,6022345185,28.0
366401737,2034589357,462.0
366401737,1497312775,569.0
366401737,366373003,104.0
366401737,2072605232,371.0
366401737,1997154284,569.0
366401737,2022539301,569.0
366401737,4068031141,323.0
366401737,5778360128,569.0
366401737,1802527565,28.0
366401737,366437635,371.0
366401737,411926624,569.0
366401737,5764789632,280.0
366401737,1769173902,462.0
366401737,4597281310,569.0
366401737,3285275354,569.0
366401737,411925946,569.0
366401737,5057828620,569.0
366401737,4875814748,637.0
366401737,5740162446,40.0
366403574,5806378066,543.0
366403574,366464950,371.0
366403574,1835411287,253.0
366403574,4068017784,294.0
366403574,2212446493,287.0
366403574,2353073491,66.0
366403574,5783301728,543.0
366403574,366439908,543.0
366403574,366460317,295.0
366403574,3116773942,294.0
366403574,3758592340,309.0
366403574,366450290,543.0
366403574,2084677921,230.0
366403574,5767341919,66.0
366403574,4202267655,295.0
366403574,5006654050,289.0
366403574,5716917501,66.0
366403574,5762619761,66.0
366403574,3385404221,275.0
366403574,1497312735,384.0
366403574,5733301047,543.0
366403574,2021899492,543.0
366403574,5763293916,543.0
366403574,366449378,225.0
366403574,2269043923,66.0
366403574,1997154748,287.0
366403574,2937728604,441.0
366403574,5772101044,465.0
366403574,2091954845,543.0
366403574,1757008359,426.0
366403574,1833407692,275.0
366403574,5767156750,543.0
366403574,4609087192,287.0
366403574,2269043922,66.0
366403574,1628403495,329.0
366403574,2934006870,295.0
366403574,4594765218,543.0
366403574,411925696,534.0
366403574,366419728,543.0
366403574,2077773901,225.0
366403574,4068007613,543.0
366403574,3887838914,295.0
366403574,1672907088,199.0
366403574,2231246173,309.0
366403574,2233449865,543.0
366403574,2159586691,297.0
366403574,411923488,543.0
366403574,2081881127,543.0
366403574,4440176377,66.0
366403574,5045757162,543.0
366403574,2131959234,543.0
366403574,366455474,225.0
366403574,2214122074,284.0
366403574,3167001368,543.0
366403574,5765007168,543.0
366403574,2034589362,543.0
366403574,5797843854,295.0
366403574,366456369,374.0
366403574,5748108677,66.0
366403574,5757541611,543.0
366403574,2408534557,543.0
366403574,2302073750,438.0
366403574,696627474,543.0
366403574,411926201,543.0
366403574,4875814765,543.0
366403574,5758130729,543.0
366403574,4535195806,295.0
366403574,1774952214,543.0
366403574,2156216413,112.0
366403574,411918853,543.0
366403574,4944096831,223.0
366403574,2081355030,543.0
366403574,366414108,228.0
366403574,6205235785,1177.0
366403574,5802888801,1368.0
366403574,411925910,543.0
366403574,4613083209,543.0
366403574,1226517290,543.0
366403574,701738629,543.0
366403574,2211350099,543.0
366403574,1540694692,396.0
366403574,366432328,318.0
366403574,4646816752,543.0
366403574,729523364,543.0
366403574,3771416308,543.0
366403574,5762711578,543.0
366403574,3168120093,543.0
366403574,5778300411,543.0
366403574,3166179577,543.0
366403574,2942889544,66.0
366403574,3242683103,66.0
366403574,5003306325,427.0
366403574,5307203576,543.0
366403574,1769456883,543.0
366403574,2262762755,525.0
366403574,1793489511,441.0
366403574,4010973001,543.0
366403574,366478800,193.0
366403574,411919193,543.0
366403574,411918558,543.0
366403574,5763168797,543.0
366403574,411926498,543.0
366403574,3830454074,543.0
366403574,1765166516,543.0
366403574,3342113628,228.0
366403574,5762825444,199.0
366403574,2915456724,155.0
366403574,2934599680,329.0
366403574,5467207473,225.0
366403574,3338165653,295.0
366403574,4650010744,543.0
366403574,5738265715,275.0
366403574,2209479552,284.0
366403574,3178952974,543.0
366403574,366406615,294.0
366403574,4275271701,295.0
366403574,3168357169,295.0
366403574,366457722,295.0
366403574,5742825828,104.0
366403574,2081880939,543.0
366403574,2296695354,543.0
366403574,2922948272,66.0
366403574,366404948,438.0
366403574,411917829,309.0
366403574,411918857,543.0
366403574,5772101028,438.0
366403574,5778688792,295.0
366403574,1996654342,543.0
366403574,4945688766,182.0
366403574,411926069,543.0
366403574,5778421275,543.0
366403574,4945643893,1297.0
366403574,4944096836,1465.0
366403574,4944096827,1053.0
366403574,5043145855,1177.0
366403574,1929546274,1185.0
366403574,3806810443,543.0
366403574,676548643,543.0
366403574,2325332286,182.0
366403574,676035155,323.0
366403574,1958801416,323.0
366403574,737199274,66.0
366403574,2621185492,543.0
366403574,5758130724,543.0
366403574,366398306,329.0
366403574,5773400692,543.0
366403574,411917952,543.0
366403574,4603175867,543.0
366403574,2036083088,543.0
366403574,4597283194,543.0
366403574,411925950,543.0
366403574,5467207443,543.0
366403574,3152632052,543.0
366403574,2211007482,112.0
366403574,411919364,309.0
366403574,1769173927,543.0
366403574,925126918,543.0
366403574,5738097219,223.0
366403574,411926632,426.0
366403574,5762755207,66.0
366403574,3110867005,323.0
366403574,1497312730,384.0
366403574,4640689702,543.0
366403574,5893932269,66.0
366403574,2469697625,543.0
366403574,411926606,543.0
366403574,729523405,543.0
366403574,5307221672,543.0
366403574,1769173809,543.0
366403574,4620312299,543.0
366403574,2030639570,543.0
366403574,5742463935,66.0
366403574,3700940984,223.0
366403574,411926412,543.0
366403574,3141309629,543.0
366403574,1996655551,287.0
366403574,3342113686,228.0
366403574,411918528,543.0
366403574,2079964847,543.0
366403574,2946995066,294.0
366403574,366373003,104.0
366403574,2034589357,543.0
366403574,1497312775,543.0
366403574,2028465941,264.0
366403574,6022345185,295.0
366403574,2072605232,225.0
366403574,1997154284,543.0
366403574,366437635,543.0
366403574,2022539301,543.0
366403574,4068031141,323.0
366403574,5778360128,543.0
366403574,366401737,543.0
366403574,5057828620,543.0
366403574,411926624,543.0
366403574,5764789632,543.0
366403574,1769173902,543.0
366403574,4597281310,543.0
366403574,3285275354,543.0
366403574,366464065,66.0
366403574,5740162446,249.0
366403574,1802527565,153.0
366403574,4875814748,543.0
366403574,411925946,543.0
366404948,6022345185,638.0
366404948,2034589357,438.0
366404948,2072605232,438.0
366404948,366373003,104.0
366404948,1997154284,438.0
366404948,366401737,28.0
366404948,2022539301,438.0
366404948,1497312775,438.0
366404948,366437635,438.0
366404948,5742825828,104.0
366404948,3700940984,156.0
366404948,2211007482,112.0
366404948,4945688766,182.0
366404948,5778688792,438.0
366404948,5772101028,438.0
366404948,2156216413,112.0
366404948,4068031141,323.0
366404948,411918857,438.0
366404948,411917829,438.0
366404948,2922948272,587.0
366404948,2296695354,438.0
366404948,2081880939,167.0
366404948,1769173927,438.0
366404948,5778360128,438.0
366404948,5740162446,40.0
366404948,5057828620,438.0
366404948,5043145855,1231.0
366404948,1497312730,216.0
366404948,3110867005,323.0
366404948,5762755207,216.0
366404948,411926632,426.0
366404948,5738097219,223.0
366404948,5758130729,438.0
366404948,6205235785,1458.0
366404948,925126918,438.0
366404948,4535195806,771.0
366404948,1802527565,153.0
366404948,1774952214,167.0
366404948,2079964847,438.0
366404948,2028465941,426.0
366404948,366464065,363.0
366404948,4875814748,413.0
366404948,411925946,438.0
366404948,3285275354,438.0
366404948,4597281310,438.0
366404948,1769173902,438.0
366404948,5764789632,438.0
366404948,411926624,438.0
366404948,411918528,438.0
366404948,366457722,403.0
366404948,1833407692,84.0
366404948,4275271701,352.0
366404948,3141309629,438.0
366404948,1996655551,324.0
366404948,3342113686,160.0
366404948,5762825444,167.0
366404948,3342113628,160.0
366404948,1765166516,438.0
366404948,366414108,160.0
366404948,2937728604,112.0
366404948,3806810443,438.0
366404948,5772101044,67.0
366404948,2091954845,587.0
366404948,676548643,438.0
366404948,2325332286,182.0
366404948,1757008359,284.0
366404948,4944096836,1412.0
366404948,5773400692,438.0
366404948,411925910,438.0
366404948,676035155,323.0
366404948,5767156750,438.0
366404948,1958801416,160.0
366404948,4945643893,1091.0
366404948,737199274,225.0
366404948,2621185492,587.0
366404948,411926412,426.0
366404948,3168357169,403.0
366404948,2946995066,160.0
366404948,366455474,225.0
366404948,411918853,438.0
366404948,366406615,160.0
366404948,3178952974,426.0
366404948,2209479552,213.0
366404948,5738265715,40.0
366404948,4650010744,438.0
366404948,3338165653,352.0
366404948,5467207473,167.0
366404948,2934599680,76.0
366404948,2915456724,68.0
366404948,1996654342,438.0
366404948,411919364,438.0
366404948,411926069,438.0
366404948,3152632052,438.0
366404948,5778421275,438.0
366404948,5467207443,438.0
366404948,411925950,438.0
366404948,4944096831,156.0
366404948,4597283194,438.0
366404948,2036083088,426.0
366404948,2081355030,230.0
366404948,4603175867,426.0
366404948,411917952,438.0
366404948,5742463935,258.0
366404948,4640689702,438.0
366404948,3771416308,438.0
366404948,4875814765,438.0
366404948,3116773942,160.0
366404948,4068017784,160.0
366404948,1835411287,40.0
366404948,366464950,151.0
366404948,5806378066,33.0
366404948,5783301728,112.0
366404948,3758592340,371.0
366404948,5763293916,438.0
366404948,2084677921,587.0
366404948,5767341919,225.0
366404948,366450290,437.0
366404948,4202267655,352.0
366404948,5006654050,289.0
366404948,5716917501,225.0
366404948,5762619761,216.0
366404948,2021899492,69.0
366404948,5733301047,438.0
366404948,3385404221,40.0
366404948,2077773901,438.0
366404948,5893932269,587.0
366404948,3830454074,587.0
366404948,2353073491,216.0
366404948,2212446493,291.0
366404948,2269043922,225.0
366404948,1628403495,112.0
366404948,366439908,353.0
366404948,366460317,447.0
366404948,1497312735,216.0
366404948,366449378,225.0
366404948,5045757162,438.0
366404948,1997154748,426.0
366404948,4440176377,225.0
366404948,4944096827,1031.0
366404948,2081881127,438.0
366404948,411923488,438.0
366404948,2214122074,213.0
366404948,2159586691,112.0
366404948,2231246173,309.0
366404948,1672907088,371.0
366404948,3887838914,438.0
366404948,4068007613,438.0
366404948,1929546274,1429.0
366404948,2269043923,225.0
366404948,366419728,167.0
366404948,411925696,438.0
366404948,4594765218,438.0
366404948,2934006870,438.0
366404948,2233449865,438.0
366404948,2211350099,438.0
366404948,2131959234,438.0
366404948,366432328,318.0
366404948,366403574,438.0
366404948,411926201,438.0
366404948,3167001368,438.0
366404948,1540694692,33.0
366404948,2034589362,438.0
366404948,5797843854,438.0
366404948,366456369,374.0
366404948,5748108677,587.0
366404948,5757541611,587.0
366404948,4613083209,426.0
366404948,2408534557,69.0
366404948,4620312299,438.0
366404948,1769173809,438.0
366404948,5307221672,438.0
366404948,2302073750,438.0
366404948,729523405,438.0
366404948,696627474,438.0
366404948,411926606,438.0
366404948,5802888801,1170.0
366404948,2469697625,438.0
366404948,2030639570,160.0
366404948,1226517290,438.0
366404948,5765007168,371.0
366404948,411926498,426.0
366404948,4646816752,438.0
366404948,729523364,438.0
366404948,5758130724,438.0
366404948,5762711578,438.0
366404948,3168120093,438.0
366404948,5778300411,438.0
366404948,3166179577,426.0
366404948,2942889544,587.0
366404948,3242683103,225.0
366404948,701738629,438.0
366404948,5003306325,437.0
366404948,4609087192,324.0
366404948,5763168797,438.0
366404948,411918558,438.0
366404948,411919193,426.0
366404948,366478800,193.0
366404948,4010973001,426.0
366404948,1793489511,76.0
366404948,2262762755,437.0
366404948,366398306,68.0
366404948,1769456883,438.0
366404948,5307203576,426.0
366406615,1929546274,1216.0
366406615,1774952214,225.0
366406615,6205235785,1499.0
366406615,4945643893,1411.0
366406615,5802888801,1225.0
366406615,366455474,225.0
366406615,2081355030,225.0
366406615,4944096831,84.0
366406615,5043145855,1469.0
366406615,411918853,160.0
366406615,4944096827,1301.0
366406615,2156216413,84.0
366406615,2915456724,62.0
366406615,3806810443,225.0
366406615,1497312735,384.0
366406615,366460317,160.0
366406615,366439908,225.0
366406615,2212446493,160.0
366406615,2353073491,294.0
366406615,3116773942,626.0
366406615,4068017784,294.0
366406615,1835411287,253.0
366406615,366464950,225.0
366406615,366449378,225.0
366406615,5806378066,275.0
366406615,3758592340,294.0
366406615,5763293916,294.0
366406615,2084677921,225.0
366406615,5767341919,93.0
366406615,366450290,225.0
366406615,4202267655,160.0
366406615,5006654050,225.0
366406615,5716917501,294.0
366406615,5762619761,294.0
366406615,5783301728,275.0
366406615,5045757162,160.0
366406615,1997154748,160.0
366406615,4440176377,294.0
366406615,5772101044,160.0
366406615,2091954845,225.0
366406615,1757008359,160.0
366406615,1833407692,275.0
366406615,5767156750,294.0
366406615,4944096836,1369.0
366406615,2269043922,216.0
366406615,1628403495,147.0
366406615,2934006870,160.0
366406615,4594765218,84.0
366406615,411925696,160.0
366406615,366419728,225.0
366406615,2269043923,216.0
366406615,4068007613,294.0
366406615,3887838914,160.0
366406615,1672907088,199.0
366406615,2231246173,160.0
366406615,2233449865,160.0
366406615,2159586691,275.0
366406615,411923488,160.0
366406615,2081881127,225.0
366406615,2021899492,258.0
366406615,2937728604,84.0
366406615,5733301047,294.0
366406615,2077773901,225.0
366406615,411926498,160.0
366406615,701738629,160.0
366406615,1226517290,160.0
366406615,4613083209,160.0
366406615,366403574,294.0
366406615,411926201,160.0
366406615,3167001368,160.0
366406615,5765007168,294.0
366406615,2034589362,347.0
366406615,5763168797,160.0
366406615,5797843854,160.0
366406615,5748108677,30.0
